,city,admin_name,lat,lng,id,first_name,last_name,weight,height,jersey,year,position,home_country,team,color,conference
29,Virginia Beach,VA,36.7335,-76.0435,4429936,Adarious,Jones,310.0,76.0,55.0,1.0,DL,USA,Texas%20A%26M,#5C0025,SEC
30,Memphis,TN,35.1046,-89.9773,4243546,Cordarrian,Richardson,240.0,72.0,25.0,2.0,RB,USA,Texas%20A%26M,#5C0025,SEC
31,New Orleans,LA,30.0687,-89.9288,4035230,Clifford,Chattman,192.0,77.0,22.0,4.0,DB,USA,Texas%20A%26M,#5C0025,SEC
32,New Orleans,LA,30.0687,-89.9288,4372543,Glenn,Beal,273.0,77.0,86.0,3.0,TE,USA,Texas%20A%26M,#5C0025,SEC
33,Fort Worth,TX,32.7812,-97.3472,4035240,Drew,Riethman,205.0,72.0,38.0,4.0,PK,USA,Texas%20A%26M,#5C0025,SEC
34,Baton Rouge,LA,30.4419,-91.131,4240911,Jacob,Kibodi,218.0,74.0,23.0,2.0,RB,USA,Texas%20A%26M,#5C0025,SEC
35,Harrisburg,PA,40.2752,-76.8843,4430715,Andre,White Jr.,220.0,75.0,32.0,2.0,LB,USA,Texas%20A%26M,#5C0025,SEC
36,Harrisburg,PA,40.2752,-76.8843,4579221,Andre,White Jr.,225.0,75.0,32.0,,LB,USA,Texas%20A%26M,#5C0025,SEC
37,Arlington,TX,32.6998,-97.1251,4372518,Bobby,Brown III,315.0,76.0,5.0,3.0,DL,USA,Texas%20A%26M,#5C0025,SEC
38,Arlington,TX,32.6998,-97.1251,4570689,Nigel,Brobbey,230.0,74.0,37.0,1.0,FB,USA,Texas%20A%26M,#5C0025,SEC
39,Oyster Bay,NY,40.7845,-73.5139,4570695,Joseph,Mawad,238.0,74.0,51.0,3.0,LB,USA,Texas%20A%26M,#5C0025,SEC
40,Plano,TX,33.0502,-96.7487,4240909,Anthony,Hines III,230.0,75.0,19.0,3.0,LB,USA,Texas%20A%26M,#5C0025,SEC
